xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,faultNumber,is_anomaly
0.24501,3683.5,4573.3,9.4628,27.219,42.811,2707.2,75.034,120.39,0.34377,79.888,49.366,2635.1,25.01,47.853,3107.5,23.083,65.694,229.85,340.86,94.499,76.638,32.01,8.9572,26.683,6.8001,18.676,1.6652,32.898,13.808,24.444,1.2676,18.507,2.2711,4.7613,2.2726,0.012196,0.84381,0.11204,53.181,43.363,63.485,54.802,23.543,59.602,21.805,40.648,36.234,41.565,47.119,41.09,17.87,0.0,0
0.25046,3660.9,4524.5,9.3624,26.994,42.645,2709.1,73.889,120.39,0.35477,79.99,49.655,2638.3,26.088,50.507,3105.5,23.284,65.943,237.14,341.81,94.615,77.268,32.18,8.9092,26.665,6.9966,18.766,1.6714,32.696,13.805,23.933,1.2771,18.563,2.2936,5.0147,2.3308,0.02669,0.82124,0.084576,52.9,44.174,63.243,54.253,24.622,61.077,22.622,42.156,37.084,47.707,48.606,41.37,17.274,0.0,0
0.278,3685.0,4538.0,9.2164,26.846,42.306,2705.9,74.885,120.47,0.32658,80.567,50.232,2636.3,24.997,49.858,3104.6,22.645,66.211,239.82,340.57,94.575,77.429,32.285,8.8513,26.476,6.8124,18.767,1.6363,32.82,13.72,23.835,1.3504,18.791,2.2442,4.7427,2.3506,0.015624,0.83856,0.10386,53.965,43.984,62.788,53.497,27.091,60.196,22.06,38.806,38.781,46.206,49.926,45.002,18.907,11.0,1
0.21368,3681.6,4529.6,9.3649,27.2,42.611,2713.0,75.24,120.42,0.32655,80.051,49.859,2642.0,24.595,49.156,3109.0,23.532,65.572,225.72,342.32,94.447,77.583,32.274,8.6962,26.633,6.7425,18.283,1.6416,32.824,13.689,24.359,1.1281,17.886,2.2448,4.8302,2.3039,0.020975,0.83524,0.10265,53.039,43.632,64.612,53.184,21.444,62.126,22.647,38.726,37.685,44.58,46.793,41.73,16.678,15.0,1
0.23657,3672.8,4552.9,9.2658,26.863,42.041,2704.8,74.62,120.41,0.33953,80.095,49.955,2632.5,26.376,51.823,3103.5,22.131,65.312,219.08,339.26,94.605,77.058,31.811,8.803,26.384,6.9922,18.899,1.6493,32.362,13.855,23.707,1.1906,18.693,2.2476,4.827,2.3359,0.014195,0.85824,0.098149,54.114,43.591,63.44,53.705,23.135,61.745,21.892,40.115,37.966,50.753,44.405,41.191,20.128,0.0,0
0.21769,3705.9,4570.8,9.2064,26.947,42.272,2697.6,74.569,120.4,0.34719,80.123,49.601,2626.4,25.854,48.606,3097.5,23.871,65.835,232.36,340.07,94.525,77.136,32.415,8.7833,25.785,6.8898,18.969,1.6459,32.464,13.902,23.625,1.2893,18.654,2.3214,4.9214,2.3306,0.011397,0.85224,0.084146,53.09,43.382,63.042,54.0,21.394,60.219,21.697,41.78,36.926,43.308,47.79,41.142,15.964,0.0,0
0.28337,3655.7,4545.2,9.1959,26.669,42.156,2708.0,75.834,120.42,0.3224,79.923,51.44,2637.1,25.319,49.668,3104.9,23.011,66.294,248.85,340.79,94.696,77.413,31.825,8.7872,26.772,7.0182,18.547,1.6455,33.188,13.945,24.7,1.091,18.102,2.2599,4.6858,2.219,0.0095259,0.82459,0.11055,53.58,43.607,63.353,54.118,28.059,60.058,22.118,38.612,42.338,45.765,51.824,41.827,18.106,3.0,1
0.23789,3687.1,4539.3,9.2725,27.137,42.114,2705.9,75.057,120.42,0.3339,79.872,49.06,2634.8,26.005,50.754,3102.8,22.67,65.682,230.31,341.55,94.581,76.877,32.359,8.8427,26.356,6.8243,18.683,1.6434,32.961,13.703,24.062,1.2113,18.578,2.2284,4.7959,2.3299,0.01562,0.84332,0.10129,52.992,43.775,62.669,53.525,23.599,60.33,22.355,39.504,35.335,48.28,46.95,41.769,18.816,0.0,0
0.27751,3666.9,4686.1,9.6166,26.982,42.489,2692.4,73.661,120.4,0.69985,81.099,49.198,2619.9,26.084,49.955,3094.6,22.655,62.893,131.29,341.34,94.55,78.821,32.603,8.9479,26.586,6.9069,18.627,0.972,32.625,13.829,24.478,1.1491,18.415,1.3508,5.1138,2.3905,0.030398,0.8668,0.054609,54.006,44.188,62.612,55.666,27.052,61.578,21.108,83.15,35.739,46.429,25.763,41.183,17.567,2.0,1
0.19859,3700.8,4573.7,9.7189,26.791,42.593,2639.0,74.069,120.37,0.39493,81.46,50.501,2568.0,25.871,48.825,3036.8,22.672,69.805,291.28,343.75,94.115,78.104,33.239,8.7624,26.329,6.6629,18.03,1.6713,33.625,13.927,23.408,1.1094,17.723,2.3799,5.3028,2.6195,0.032127,0.6271,0.09294,54.202,44.475,63.458,55.635,19.505,63.042,20.971,46.665,39.574,43.815,66.116,41.544,18.04,13.0,1
0.17562,3656.9,4489.5,9.3117,26.836,41.99,2706.3,75.061,120.39,0.32485,80.555,49.713,2635.9,25.923,51.574,3103.5,23.175,65.452,219.75,341.26,94.505,77.583,31.972,8.9144,26.482,6.8176,18.887,1.6499,33.483,13.847,23.421,1.2997,18.846,2.2825,4.9429,2.2024,0.024813,0.84569,0.1121,54.273,42.995,62.867,54.155,17.259,61.969,22.227,38.687,37.256,50.177,44.888,41.5,17.482,0.0,0
0.22165,3660.0,4480.9,9.3963,26.967,42.371,2710.9,74.941,120.38,0.33269,79.935,50.449,2640.3,24.604,50.454,3107.2,22.427,64.854,208.4,340.83,94.765,77.354,32.395,8.9694,27.133,6.9502,18.526,1.6726,32.398,13.846,24.321,1.1778,18.587,2.2548,4.8399,2.3126,0.026386,0.84812,0.098999,53.316,43.34,62.151,53.548,21.527,59.497,22.415,38.884,39.423,47.586,42.259,40.8,19.38,0.0,0
0.21168,3676.4,4549.4,9.4934,26.912,42.338,2714.6,74.434,120.4,0.30626,79.962,49.557,2643.5,24.991,50.985,3109.7,21.845,66.066,241.66,343.39,94.473,77.596,32.178,9.009,26.548,6.8314,18.516,1.6437,33.266,13.825,24.409,1.3699,18.722,2.3031,4.8369,2.2827,0.0045613,0.80904,0.10227,54.008,44.045,63.099,53.875,21.582,60.555,22.881,36.905,36.797,48.813,49.887,41.323,20.681,0.0,0
0.30214,3618.1,4462.7,9.3568,27.009,42.436,2690.7,73.733,120.38,0.37317,80.286,49.035,2618.3,24.788,50.113,3090.8,23.906,66.555,249.91,339.29,94.81,77.241,32.007,8.8323,26.271,6.8735,18.905,1.7138,32.848,14.067,23.12,1.2448,18.805,2.2973,4.947,2.3417,0.018256,0.85696,0.11247,53.758,43.59,62.633,53.216,29.353,60.815,21.478,45.034,35.262,46.795,53.009,40.864,15.928,0.0,0
0.83061,3592.3,4366.3,8.7257,26.622,42.113,2686.2,75.181,120.4,0.32443,80.681,51.669,2613.4,26.211,49.272,3088.1,23.66,67.146,241.53,335.3,94.998,77.008,31.562,8.9287,26.022,7.0082,19.476,1.7633,32.156,13.937,23.69,1.3463,19.519,2.3232,5.0314,2.306,0.022969,0.89921,0.11665,54.228,44.341,61.702,53.606,81.45,59.129,20.583,39.361,43.012,44.848,52.464,39.767,16.464,1.0,1
0.27259,3661.8,4496.7,9.3181,26.976,42.565,2691.1,74.899,120.39,0.33772,80.606,49.551,2619.4,23.326,52.358,3089.6,22.354,66.492,240.41,340.51,94.543,77.609,32.238,8.9678,25.469,6.8784,19.193,1.676,32.965,13.916,23.113,1.5242,18.511,2.2792,4.9022,2.3375,0.044784,0.80386,0.088765,53.316,44.393,63.45,53.171,26.44,61.487,21.773,40.479,36.778,51.991,50.533,40.908,19.438,0.0,0
0.24508,3663.0,4487.7,9.3418,27.209,42.613,2717.6,74.222,120.43,0.36067,79.823,48.409,2647.3,25.531,49.594,3114.1,22.989,65.343,225.74,343.62,94.737,77.219,32.511,8.6984,26.766,6.7458,18.701,1.6435,33.144,13.942,24.583,1.2499,18.571,2.2625,4.7827,2.3033,0.024824,0.82203,0.091579,54.969,43.297,63.232,54.168,23.863,61.887,22.94,42.203,33.419,45.595,45.741,41.782,17.971,0.0,0
0.24354,3705.1,4487.9,9.2557,26.634,42.237,2709.1,75.624,120.42,0.3294,80.169,50.009,2637.6,23.162,50.23,3109.5,22.676,65.913,236.54,339.05,94.656,77.183,31.69,8.9399,26.55,6.7962,18.927,1.6635,32.669,13.986,23.91,1.1201,18.643,2.2482,4.8135,2.2725,0.019801,0.83398,0.099958,53.725,43.659,62.953,53.887,23.51,59.981,21.712,39.26,38.128,47.066,49.113,41.953,18.796,0.0,0
0.30913,3628.4,4473.1,9.3266,27.313,41.748,2701.1,75.564,120.39,0.35309,80.118,49.66,2628.2,25.514,49.123,3099.2,22.604,65.354,223.12,340.61,94.686,77.077,31.924,9.0151,26.521,6.9076,18.823,1.6718,33.043,13.978,24.201,1.3143,19.145,2.2451,4.8013,2.2727,0.011588,0.85797,0.11986,52.838,44.435,63.438,53.744,30.293,61.008,22.106,43.022,37.099,44.503,45.135,40.741,19.004,0.0,0
0.23558,3728.5,4535.4,9.4238,26.688,42.295,2703.9,75.586,120.44,0.34214,80.215,51.444,2632.3,23.653,50.463,3103.2,22.23,65.382,221.18,340.61,94.489,77.371,32.291,8.6791,26.637,6.7251,18.652,1.6358,33.087,13.809,23.826,1.3703,18.684,2.2626,4.8497,2.3271,0.024042,0.84499,0.10274,53.397,43.166,63.29,53.179,23.2,61.062,21.75,40.383,42.349,47.606,45.442,41.509,19.8,0.0,0
0.20909,3693.3,4491.6,9.3512,27.314,42.357,2702.1,75.343,120.43,0.33291,80.419,48.239,2630.3,23.272,50.112,3101.1,23.069,65.189,217.41,339.78,94.609,77.895,32.279,8.9413,26.437,6.8671,19.129,1.7151,32.945,13.885,24.163,1.3263,18.563,2.2579,4.8602,2.3023,0.015635,0.86469,0.11439,53.528,44.34,63.273,53.652,20.287,60.385,22.141,40.019,32.918,46.793,44.365,41.261,17.82,0.0,0
0.23132,3654.4,4442.7,9.3254,26.979,42.376,2711.4,74.754,120.38,0.33273,79.899,47.789,2640.8,25.354,49.719,3106.7,23.315,65.734,232.73,342.02,94.738,77.275,32.209,8.9402,26.704,6.8417,18.543,1.7013,33.185,13.779,24.528,1.31,18.439,2.2661,4.7519,2.3806,0.0073358,0.84079,0.10306,53.31,43.707,62.406,54.074,23.323,59.728,22.533,39.447,31.593,45.883,47.3,41.139,17.261,0.0,0
0.28979,3687.7,4483.3,9.2278,26.596,42.423,2710.5,75.066,120.39,0.33419,80.149,49.751,2638.2,25.145,46.267,3110.8,23.095,65.144,216.1,339.22,94.737,77.246,31.796,8.9262,26.927,6.8917,18.756,1.6469,32.526,13.867,24.131,1.5468,19.098,2.2755,4.831,2.3411,0.0083227,0.87983,0.081982,52.931,43.514,63.182,54.601,28.295,75.483,21.547,40.843,37.368,37.895,43.715,40.432,17.829,7.0,1
0.23167,3730.5,4517.9,9.4389,26.632,42.156,2703.0,75.249,120.4,0.33736,80.18,50.227,2631.0,25.279,52.148,3104.2,22.727,65.086,209.99,338.12,94.606,77.275,31.737,8.72,26.145,6.8399,18.955,1.7044,32.478,13.835,24.254,1.2058,19.134,2.2514,4.904,2.3152,0.02618,0.84418,0.105,53.146,43.778,63.018,54.059,22.783,58.896,21.28,40.286,38.769,51.504,42.768,41.085,18.637,0.0,0
0.17617,3634.1,4503.6,9.4645,25.779,42.445,2717.8,75.737,120.36,0.33476,79.807,50.823,2648.2,26.309,50.076,3112.9,23.093,65.635,231.23,343.33,94.596,77.583,32.051,8.948,26.941,6.7569,18.378,1.6884,33.277,13.752,24.438,1.2148,18.627,2.3168,4.6782,2.2782,0.036297,0.83302,0.08664,53.048,44.252,62.696,54.243,17.007,60.539,23.225,39.936,40.521,46.71,47.56,40.13,17.736,19.0,1
0.32812,3736.4,4672.4,9.5358,26.703,42.757,2724.6,74.812,120.41,0.7529,80.132,50.134,2652.2,24.754,49.052,3126.5,22.872,62.553,143.25,341.99,94.318,78.102,31.609,9.4097,26.763,6.8814,18.716,1.1957,32.486,14.415,24.899,1.2167,17.493,1.7053,4.8508,2.3573,0.00087893,0.85245,0.071711,54.58,44.457,63.758,56.916,32.157,64.122,21.639,88.225,38.494,44.34,26.75,41.95,17.624,2.0,1
0.21516,3753.3,4360.9,9.228,27.189,41.913,2797.8,75.105,120.41,0.30073,77.673,48.727,2727.3,26.016,50.089,3189.9,23.66,70.279,418.88,345.26,94.757,76.052,32.148,9.0613,26.494,6.8718,18.859,1.7301,32.928,13.711,24.064,1.1307,18.6,2.3063,4.3266,1.9114,0.04338,0.85645,0.11028,55.226,42.656,63.785,51.754,21.089,61.931,24.986,34.969,34.353,46.739,100.08,41.261,17.796,13.0,1
0.25874,3663.0,4514.1,9.4093,26.976,42.222,2708.5,75.196,120.38,0.33928,79.592,49.505,2637.4,26.005,50.508,3106.3,22.106,64.666,203.23,341.44,94.77,76.448,31.988,8.7981,26.949,6.7631,18.631,1.6522,33.08,13.533,24.352,1.1338,18.869,2.2602,4.7961,2.2161,0.039047,0.81886,0.085313,53.926,43.651,61.891,54.505,25.588,59.177,22.411,39.575,36.642,47.71,45.977,40.256,20.26,16.0,1
0.23989,3718.3,4590.6,9.3315,26.517,42.428,2716.1,74.788,120.4,0.33068,80.059,51.365,2646.0,26.655,48.6,3110.9,23.259,65.762,230.66,344.06,94.468,77.482,32.362,8.6192,26.484,6.8602,18.835,1.6303,32.79,13.754,24.564,1.1459,18.241,2.2693,4.7407,2.3688,0.038032,0.83047,0.094252,52.808,44.162,62.714,53.613,23.421,61.296,22.768,39.123,42.117,43.294,47.925,41.58,17.32,0.0,0
0.25085,3723.9,4500.5,9.3583,26.971,42.465,2695.2,74.263,120.38,0.32819,80.468,49.319,2623.4,24.424,49.213,3096.5,22.559,65.291,208.7,338.22,94.478,77.363,31.907,8.8542,26.095,6.9629,18.623,1.6463,32.56,13.77,24.359,1.3363,18.777,2.2845,4.8561,2.3739,-0.0031931,0.85249,0.099125,53.72,43.947,62.896,54.396,24.723,60.858,21.262,38.708,36.096,44.712,43.286,40.689,18.954,0.0,0
0.27663,3634.4,4500.6,9.4197,27.188,42.149,2721.3,74.638,120.37,0.37377,79.894,50.371,2649.6,24.672,50.206,3116.4,22.981,65.387,226.97,343.23,94.803,77.571,32.241,9.2004,26.182,6.578,18.737,1.6391,32.891,14.136,24.264,1.2382,18.129,2.2609,4.7901,2.2023,0.02199,0.82003,0.093096,52.965,43.941,62.507,53.485,26.838,59.534,22.832,43.985,39.191,47.012,45.97,40.185,18.03,2.0,1
0.22244,3636.0,4527.8,9.334,26.81,42.461,2716.3,74.995,120.4,0.34815,79.837,47.685,2645.3,25.749,49.808,3113.3,22.595,65.764,232.01,342.89,94.604,77.204,31.833,8.8601,26.778,7.1068,18.661,1.6445,33.01,13.871,24.299,1.4204,18.515,2.2184,4.7829,2.299,0.0018629,0.82037,0.093571,53.569,44.13,62.513,54.563,21.736,61.727,22.524,41.051,31.288,46.089,47.996,41.027,18.949,0.0,0
0.2619,3629.8,4538.5,9.2671,26.976,42.302,2707.1,75.863,120.38,0.34204,80.005,49.131,2635.0,24.782,49.006,3105.9,24.181,65.122,214.97,339.54,94.786,77.37,31.82,8.875,26.649,6.822,18.632,1.6948,32.965,13.912,24.752,1.0994,18.554,2.2621,4.8301,2.2433,0.017016,0.83982,0.098055,54.037,44.323,63.218,54.11,25.783,61.187,21.887,40.015,35.543,44.234,43.307,40.378,15.218,0.0,0
0.29466,3657.1,4409.4,9.3378,26.817,42.502,2696.0,75.359,120.4,0.3369,80.288,49.029,2624.7,25.512,49.324,3093.6,22.539,65.91,239.29,339.59,94.722,77.434,31.742,8.9688,25.934,6.9111,19.335,1.7121,32.752,13.982,24.069,1.3096,18.82,2.2221,4.8793,2.292,0.013931,0.87348,0.096382,53.805,43.544,63.068,53.277,29.026,61.512,22.149,40.227,35.243,44.969,49.928,40.401,19.187,0.0,0
0.28945,3682.0,4481.6,9.4654,26.873,42.484,2699.1,73.102,120.4,0.35054,80.513,48.933,2627.2,25.805,48.474,3096.7,23.034,66.08,237.99,341.8,94.547,77.668,32.605,9.0067,25.973,6.9658,18.77,1.6636,33.493,13.837,23.3,1.2816,18.665,2.2553,4.8328,2.2613,0.019553,0.84068,0.088344,53.255,42.998,63.514,54.443,28.498,62.73,21.636,41.703,34.96,43.002,49.282,41.388,17.864,15.0,1
0.26713,3620.5,4467.4,9.2652,27.072,42.525,2693.0,74.927,120.42,0.34533,80.163,49.842,2621.0,24.391,49.632,3091.5,23.112,66.113,238.8,341.63,94.655,77.377,32.123,8.9079,25.987,6.8158,18.882,1.6621,33.224,13.915,23.119,1.2595,18.842,2.2989,4.8614,2.2286,0.019275,0.83862,0.10395,54.087,43.491,62.597,54.088,26.039,64.203,22.002,41.28,37.635,45.682,49.344,41.36,17.714,0.0,0
0.27927,3650.3,4503.7,9.4001,27.038,42.461,2698.4,75.109,120.4,0.33483,80.425,48.47,2626.9,25.222,48.441,3099.6,24.283,65.718,226.74,339.2,94.658,77.449,32.318,9.0702,26.423,7.0176,18.895,1.6576,32.766,14.029,23.61,1.2429,18.92,2.241,4.8321,2.2646,0.019546,0.85679,0.10597,53.003,44.077,63.348,53.6,27.604,61.778,21.564,40.365,33.597,42.925,46.667,40.494,14.945,0.0,0
0.27913,3647.5,4531.5,9.4305,26.787,42.336,2704.4,74.738,120.37,0.33497,79.989,49.777,2633.3,24.733,51.086,3100.4,22.503,65.662,231.22,342.34,94.522,77.559,32.463,8.9282,26.015,6.9069,18.476,1.6784,33.006,13.792,24.154,1.3276,18.234,2.2608,4.7685,2.3506,0.04108,0.84717,0.081255,53.478,42.994,62.806,53.732,27.326,62.211,22.348,40.011,37.443,49.047,47.364,40.6,19.161,0.0,0
0.26309,3708.2,4496.5,9.4617,26.875,42.551,2696.0,74.006,120.41,0.36362,80.396,49.035,2624.5,24.114,50.366,3095.0,23.405,66.33,243.48,341.18,94.546,77.193,32.592,8.98,25.827,6.9794,18.868,1.6931,32.918,13.766,23.242,1.3843,18.285,2.2796,4.9155,2.2481,0.029064,0.85732,0.11431,53.399,43.037,63.101,53.981,25.86,60.361,21.616,43.839,35.26,47.381,51.13,41.352,17.057,0.0,0
0.20295,3646.7,4579.2,9.358,27.118,42.28,2710.6,76.293,120.41,0.33859,79.966,49.903,2639.7,24.998,50.287,3104.1,22.389,66.645,253.87,344.84,94.591,76.985,32.461,8.8274,26.278,6.8642,18.802,1.6309,33.871,13.795,23.519,1.1226,18.449,2.2758,4.8695,2.2616,0.025741,0.79292,0.096794,53.351,43.938,62.841,54.492,19.814,61.44,23.167,39.252,37.815,47.198,53.672,42.278,19.401,0.0,0
0.0028053,3803.1,4818.4,10.37,26.914,42.998,3000.0,74.59,120.38,0.25549,75.14,49.142,2943.5,22.855,48.659,3341.5,22.42,68.454,373.56,377.77,92.455,70.715,35.724,7.9494,29.312,6.4129,13.54,1.5012,39.381,12.827,28.448,0.68529,11.212,2.0408,3.7387,1.8807,0.0084002,0.48776,0.065455,53.369,44.756,86.389,100.0,0.59511,77.033,94.187,0.0,35.574,43.431,-0.21307,-0.041622,35.604,18.0,1
0.23422,3698.0,4522.3,9.3989,26.83,42.046,2711.6,74.524,120.38,0.33159,79.885,49.324,2640.7,24.908,50.775,3108.1,22.896,65.768,234.38,343.06,94.416,77.252,32.173,8.798,27.075,6.8757,18.763,1.6596,32.61,13.695,23.874,1.2922,18.83,2.2646,4.8923,2.3953,-3.3617e-05,0.81858,0.10476,54.243,44.113,63.372,54.202,23.179,61.249,22.541,38.906,36.11,48.327,48.231,40.416,18.218,0.0,0
0.0,3575.7,4252.3,9.7133,26.922,42.338,3000.0,73.865,120.44,0.22968,73.097,50.24,2920.6,24.198,49.6,3443.7,22.639,67.41,461.36,309.46,95.803,73.42,24.419,8.7821,35.366,6.8231,19.23,1.5068,21.707,13.298,37.652,1.4134,18.327,1.9501,3.507,1.6223,0.03227,1.0508,0.11787,54.248,42.679,66.433,50.553,100.0,70.612,47.043,6.6833,38.805,45.608,100.09,90.254,25.133,6.0,1
0.21982,3645.6,4515.3,9.4411,26.951,42.605,2705.2,74.569,120.42,0.34421,80.223,50.197,2634.3,24.42,50.417,3102.3,22.344,65.688,231.28,341.1,94.652,77.667,32.371,8.9841,25.984,6.8515,19.055,1.6691,32.813,13.81,23.87,1.3638,18.309,2.2649,4.8219,2.3146,0.017866,0.8357,0.098577,53.724,43.828,63.315,53.581,21.478,59.724,22.276,41.801,38.68,47.498,47.368,41.024,19.525,13.0,1
0.20656,3622.4,4598.0,9.3083,26.949,42.27,2723.3,74.98,120.41,0.32698,79.437,49.26,2653.0,24.795,49.807,3116.7,23.796,65.239,226.7,344.42,94.568,77.27,32.569,8.7653,26.75,6.7577,18.869,1.627,33.233,13.559,24.878,1.0775,18.017,2.247,4.6484,2.1772,0.037377,0.80537,0.089572,53.389,43.767,62.447,53.952,20.526,62.448,23.384,37.858,35.923,46.087,45.486,41.544,16.095,0.0,0
0.21391,3683.8,4555.4,9.4675,27.273,42.291,2698.6,74.873,120.4,0.33962,80.077,49.633,2625.5,24.406,51.143,3100.1,22.134,65.473,219.86,338.8,94.714,77.407,31.991,8.8926,26.118,6.7327,19.371,1.6929,32.911,13.902,24.211,1.3313,18.786,2.2371,4.958,2.3794,0.032025,0.82769,0.089551,53.119,44.001,63.359,54.428,21.468,60.176,22.745,40.921,37.019,49.18,44.074,41.038,20.008,19.0,1
0.24812,3627.9,4440.4,9.2931,26.968,42.304,2697.6,74.758,120.37,0.32489,80.307,49.78,2626.0,24.892,49.544,3095.4,23.549,66.194,240.37,340.17,94.408,77.444,32.389,8.9528,26.303,7.0032,18.867,1.6771,33.059,13.82,23.638,1.4366,18.69,2.2489,4.8714,2.3971,0.022597,0.8397,0.098933,54.337,43.555,62.69,53.223,24.78,62.379,21.785,39.098,37.454,45.479,49.534,41.495,16.636,0.0,0
0.0,3639.4,4227.0,9.6901,26.833,42.275,3000.0,73.917,120.39,0.20976,73.187,50.485,2920.9,24.264,49.468,3445.6,21.638,67.246,463.73,307.5,95.494,73.477,24.29,8.6761,34.769,6.9167,19.397,1.4679,21.364,13.489,37.665,1.3264,18.897,1.9464,3.4608,1.5719,0.018762,1.0571,0.10079,55.24,42.515,67.773,39.716,100.0,100.0,-0.032629,0.88033,39.526,45.303,100.26,-0.037419,94.785,6.0,1
0.23151,3667.6,4510.7,9.4194,26.74,41.939,2697.9,75.549,120.42,0.33305,79.91,50.095,2625.9,26.43,48.436,3095.3,22.035,66.008,236.8,341.08,94.605,77.021,31.777,8.9747,26.554,6.8851,18.975,1.6324,33.214,13.73,23.638,1.1607,18.177,2.264,4.9134,2.3659,-0.0044279,0.8383,0.094171,54.572,43.528,62.972,53.218,22.772,60.388,21.774,39.113,38.378,42.915,49.283,41.416,20.32,0.0,0
0.23331,3699.4,4437.7,9.2759,26.832,42.088,2693.4,75.128,120.41,0.32446,80.275,50.189,2621.5,25.439,50.027,3094.4,22.793,65.808,234.2,338.02,94.51,77.318,31.826,8.8042,26.834,7.0742,19.607,1.7,32.357,13.936,24.039,1.2597,19.249,2.3002,4.805,2.2331,0.024982,0.87517,0.096443,54.278,42.968,63.593,53.541,23.043,61.339,21.303,39.966,38.656,46.596,48.236,41.305,18.573,0.0,0
0.24212,3698.5,4532.3,9.2586,26.842,42.249,2709.3,75.255,120.39,0.3339,79.859,50.661,2638.0,26.949,49.176,3106.8,22.975,65.562,228.04,341.05,94.558,77.331,31.873,8.7766,26.333,6.9948,19.168,1.6631,33.047,13.594,24.37,1.2331,18.383,2.2448,4.8379,2.3239,0.033424,0.82099,0.095023,53.874,43.063,63.459,54.885,23.653,61.73,22.237,39.574,40.046,44.627,47.411,40.745,18.095,0.0,0
0.25665,3678.7,4474.6,9.2476,26.868,42.108,2699.2,75.946,120.4,0.3359,80.129,49.529,2627.1,25.188,49.707,3097.3,23.314,66.101,237.73,340.88,94.596,77.049,32.473,8.9681,25.778,6.7955,18.595,1.64,32.645,13.88,23.904,1.3113,18.698,2.2738,4.8792,2.2943,0.0088747,0.84049,0.10363,53.601,43.745,62.992,53.623,25.648,60.331,21.804,40.019,36.715,45.857,49.79,40.731,17.272,0.0,0
0.30892,3644.5,4468.4,9.3112,26.459,41.834,2694.5,74.917,120.38,0.35824,80.131,50.861,2622.5,26.118,50.434,3091.3,22.596,65.808,233.24,340.86,94.764,77.064,32.052,9.0126,26.086,6.8565,18.948,1.6869,32.578,14.043,23.553,1.2512,19.284,2.2827,4.8259,2.4358,0.026101,0.84865,0.093195,54.042,43.135,62.194,54.418,30.295,60.183,21.875,42.611,40.633,47.539,48.114,40.172,19.073,0.0,0
0.22741,3577.6,4449.0,9.2254,26.914,42.266,2705.7,75.062,120.37,0.33162,80.132,50.392,2633.8,25.163,49.956,3100.4,23.816,65.69,230.86,341.85,94.717,77.324,31.859,8.797,26.43,6.8333,18.402,1.6381,32.942,13.741,24.084,1.2163,18.892,2.2686,4.739,2.3083,-0.0075249,0.84698,0.084092,53.41,43.674,62.694,54.151,22.178,62.431,22.357,39.946,39.254,46.433,47.404,40.136,16.063,19.0,1
0.2165,3683.9,4499.3,9.2323,27.03,42.424,2707.6,74.55,120.44,0.30893,80.169,49.432,2637.1,25.514,49.171,3103.1,22.076,66.419,250.18,342.3,94.446,77.346,32.467,9.025,25.597,6.7868,18.746,1.6669,33.03,13.909,24.063,1.1966,18.86,2.2501,4.8685,2.2488,0.0010124,0.83186,0.10398,54.458,43.947,63.973,53.739,21.126,61.399,22.659,36.352,36.427,44.616,52.595,42.132,20.285,0.0,0
0.26037,3653.7,4433.9,9.4641,26.814,42.514,2689.1,74.845,120.4,0.3509,80.685,49.683,2617.1,26.277,50.179,3087.6,22.405,66.669,246.88,340.04,94.647,77.604,32.49,8.8672,25.865,7.0129,19.105,1.6787,33.057,13.81,23.465,1.3499,19.114,2.2714,4.9574,2.2635,0.016607,0.83448,0.087951,53.092,43.364,62.896,53.657,25.705,61.885,21.459,42.423,37.167,46.949,52.424,41.347,19.373,0.0,0
0.24184,3603.7,4517.6,9.3466,26.85,42.092,2712.7,74.859,120.4,0.33282,80.289,48.498,2641.2,25.684,50.657,3105.5,24.182,65.824,231.62,343.22,94.64,77.527,32.436,8.7008,26.291,6.759,18.805,1.6346,33.335,13.826,24.485,1.1762,18.138,2.2648,4.8469,2.2388,0.0068657,0.83078,0.10494,54.505,43.504,62.004,53.702,23.69,60.294,22.973,39.374,33.679,48.054,47.624,41.125,15.136,0.0,0
0.23897,3663.9,4439.6,9.4929,26.761,42.332,2699.4,74.409,120.39,0.35758,79.968,50.156,2627.5,24.782,49.961,3098.6,22.922,66.433,252.89,340.48,94.713,77.34,31.956,8.8523,26.209,6.6499,18.757,1.6479,32.807,13.805,23.796,1.2402,19.064,2.2909,4.7873,2.2483,0.016323,0.83774,0.103,54.782,43.868,63.571,53.727,23.592,59.337,21.89,42.753,38.56,46.443,53.495,41.342,18.279,0.0,0
